0.160011,-0.056603,0.273598,0.268290,-0.749183,0.219805,0.314931,0.185519,0.452232,-0.118601,0.211290,0.414841,-0.229035,0.296301,0.282829,0.097562,0.366677
0.040639,-0.111794,-0.011421,-0.093872,-0.649755,0.745481,-0.018878,-0.026305,0.085051,-0.325296,0.122158,0.312151,0.315484,-0.565775,-0.335487,-0.155423,0.334229
-0.182520,0.249346,0.247137,-0.154819,0.560966,0.251366,-0.164008,0.559522,-0.520800,-0.268804,-0.466211,-0.948440,0.463840,0.090873,0.191838,0.166442,0.171018
-0.305115,-0.637782,-0.067114,-0.193670,-0.608768,0.505668,0.445849,0.150813,-0.288510,0.606712,0.414813,0.478055,-0.042583,0.149313,-0.060324,-0.226332,-0.227002
-0.131066,-0.634848,-0.246022,-0.107780,0.692931,0.123093,-0.305361,0.126532,0.085290,-0.373806,0.493573,-0.224070,0.414670,0.066797,-0.123621,-0.041567,0.524505
-0.099078,-0.062190,-0.763978,0.446111,0.233302,-0.135555,0.611443,0.020755,0.151619,0.174003,-0.146760,0.221635,0.317801,-1.155310,-0.440280,-0.255433,-0.012983
-0.168348,-0.202516,-0.049972,0.282175,0.419946,0.391035,-0.795597,0.209218,0.008806,-0.514289,-0.014362,-0.462606,0.803525,0.114285,-0.411494,-0.221699,0.129461
0.227734,-0.190243,-0.222024,0.072859,0.156929,-0.383910,-0.038917,-0.685642,0.153946,0.288072,-0.302698,0.289523,0.525302,0.201289,0.055085,-0.041056,0.296485
-0.053263,0.204533,-0.264803,0.779252,0.060168,0.311582,0.336422,-0.307894,-0.116703,-0.089338,0.008673,0.085091,-0.067830,-0.115450,0.635931,-0.147108,0.035062
0.131895,0.077925,-0.259044,-0.086277,-0.405505,0.509919,0.646040,-0.213707,-0.221483,-0.469880,-0.416078,-0.249626,-0.145820,0.687815,0.650380,0.088965,0.149916
0.112014,0.065337,0.057860,-0.116882,0.930173,-1.043793,-0.199437,-0.099200,-0.142997,-0.176433,-0.068432,0.357479,0.205821,0.192741,-0.496070,-0.071534,-0.288322
0.284725,-0.406822,0.265159,0.047187,0.294278,0.151727,-0.019348,0.301207,-0.993674,0.635872,0.610123,0.181297,-0.545487,0.706875,-0.209149,-0.017756,-0.111278
0.124232,0.451927,-0.077141,-0.050007,-0.898948,-0.554658,-0.007740,-0.093275,-0.443278,0.501936,0.128226,0.378492,-0.159334,0.433834,0.048640,0.151760,-0.058248
